 5,86697797359804E-03 
 1,09633264004117E-03 
 6,04869084559583E-04 
 6,86764311291437E-04 
 2,38037855406166E-03 
 4,44514547927654E-03 
 0,007122373889865 
 1,43815118725507E-03 
 2,55304512126474E-03 
 2,43588409927746E-03 
 3,94646500749153E-04 
 1,07550521422196E-03 
 2,19853850959966E-03 
 1,3867264755034E-03 
 2,85975812643221E-03 
 2,1726972346101E-04 
 3,45612518539131E-04 
 5,1102258433214E-04 
 1,437914884468E-04 
 8,4539169472381E-04 
 1,97035993140489E-05 
 2,68026634908841E-04 
 3,35042734756827E-04 
 2,05021596098827E-03 
 6,25689867617072E-05 
 2,09111787490408E-03 
 1,82963254790629E-04 
 0,994362452130181 
 1,56110985248702E-03 
 9,13558333688465E-04 
 2,58026791972662E-05 
 1,73733142096487E-03 
 3,29506378611873E-04 
 7,61811756173262E-05 
 1,34547569034056E-03 
 1,83433893643638E-04 
 8,90171934670886E-04 
 1,72209850391703E-05 
 3,85790420525924E-03 
 1,00381591158419E-04 
 3,14495233740197E-04 
 3,38051085771095E-04 
 6,87644541337328E-04 
 2,94371401359565E-04 
 1,03216834933797E-05 
 1,34399776943908E-03 
 1,1043700317164E-04 
 5,84550498269599E-05 
 6,65842190430661E-05 
 4,61025610103308E-03 
 1,00375435449206E-04 
 4,01604711979521E-04 
 3,41424794969577E-05 
 9,98257862294943E-06 
 7,01978463823832E-04 
 3,30720907064563E-04 
 5,98424987863446E-05 
 1,35959563212918E-04 
 1,47579511515181E-03 
 9,9674818149229E-05 
 4,4460052307927E-03 
 1,90992295549487E-03 
 1,08930573420727E-03 
 1,21912154826996E-03 
 3,59043558566634E-04 
 2,48764879125977E-04 
 1,47704955042203E-05 
 3,25969338675376E-03 
 1,11722449189757E-05 
 3,09083274828472E-06 
 1,29582797849639E-03 
 2,31866850232522E-03 
 2,8447033124542E-04 
 3,50160857147381E-03 
 1,90762335171916E-03 
 8,98678016757135E-04 
 1,72893207032839E-03 
 1,82724742059645E-05 
 1,33160304159214E-04 
 1,17079633777997E-03 
 7,70426097425786E-04 
 3,47541930225721E-05 
 2,0672305590026E-05 
 1,27742036425906E-04 
 2,22313748076818E-05 
 2,59070276412881E-03 
 9,38524824060453E-05 
 1,6158142784753E-05 
 1,48497535205002E-03 
 4,13900572096808E-04 
 8,81626276279974E-06 
 2,36646535012956E-05 
 4,48739340557831E-05 
 1,58444186207416E-05 
 9,29055184913127E-04 
 1,12504088862712E-03 
 1,86090941740811E-03 
 8,14297314671462E-05 
 9,11586827429335E-05 
 5,46692274167526E-04 
 5,23755430049575E-05 
 3,2235514898291E-05 
 3,22728793903599E-04 
 1,583563137142E-05 
