3,4,4
 8 
0,0,0,1,0,0,0
0,0,1,0,1,0,0
0,1,0,0,1,0,0
0,1,1,0,0,1,0
1,0,0,0,1,0,0
1,0,1,0,0,1,0
1,1,0,0,0,1,0
1,1,1,0,0,0,1
 12,6037629832282 
 15,6402313329996 
-14,6095996562097 
-12,472636247363 
 12,6037374064189 
 15,6402292049182 
-14,6096985672172 
-12,4725068146287 
-11,1414176915214 
 14,787517230548 
-15,9898391058244 
-14,2261803879587 
-3,24828086254116 
 0,766134339067789 
-1,19936671766729 
 3,76986990571896 
-4,21123898164461 
-12,0714099523524 
 11,6482177186954 
 2,37745501199162 
 11,2354798565463 
-11,1298906288442 
-1,91657610966479 
-2,30988309361654 
-1,83240669587161 
 3,45267863336426 
 10,3583288232644 
-11,3102376349745 
-6,93864033199952 
-22,9232815728898 
 7,34753129209708 
 32,4232919700066 
-3,72508897907258 
 2,00047958471286 
-15,6678959072319 
-0,528764070141129 
